No,StudentID,FirstName,LastName,Gender,Date,CCCD/CMND,Position
101,21120016,Nguyen Van,A48,Nam,8/12/2004,67204000200,STUDENT
102,21120017,Tran Thi,B48,Nu,7/11/2004,67204000201,STUDENT
103,21120018,Nguyen Van,A49,Nam,3/3/2004,67204000202,STUDENT
104,21120019,Tran Thi,B49,Nu,5/12/2004,67204000203,STUDENT
105,21120020,Nguyen Van,A50,Nam,14/07/2013,67204000204,STUDENT
106,21120021,Tran Thi,B50,Nu,23/04/2013,67204000205,STUDENT
107,21120022,Nguyen Van,A51,Nam,25/05/2014,67204000206,STUDENT
108,21120023,Tran Thi,B51,Nu,14/09/2014,67204000207,STUDENT
109,21120024,Nguyen Van,A52,Nam,26/03/2014,67204000208,STUDENT
110,21120025,Tran Thi,B52,Nu,16/08/2014,67204000209,STUDENT
111,21120026,Nguyen Van,A53,Nam,8/12/2004,67204000210,STUDENT
112,21120027,Tran Thi,B53,Nu,7/11/2004,67204000211,STUDENT
113,21120028,Nguyen Van,A54,Nam,3/3/2004,67204000212,STUDENT
114,21120029,Tran Thi,B54,Nu,5/12/2004,67204000213,STUDENT
115,21120030,Nguyen Van,A55,Nam,14/07/2014,67204000214,STUDENT
116,21130001,Tran Thi,B55,Nu,23/04/2014,67204000215,STUDENT
117,21130002,Nguyen Van,A56,Nam,25/05/2015,67204000216,STUDENT
118,21130003,Tran Thi,B56,Nu,14/09/2015,67204000217,STUDENT
119,21130004,Nguyen Van,A57,Nam,26/03/2015,67204000218,STUDENT
120,21130005,Tran Thi,B57,Nu,16/08/2015,67204000219,STUDENT
121,21130006,Nguyen Van,A58,Nam,8/12/2004,67204000220,STUDENT
122,21130007,Tran Thi,B58,Nu,7/11/2004,67204000221,STUDENT
123,21130008,Nguyen Van,A59,Nam,3/3/2004,67204000222,STUDENT
124,21130009,Tran Thi,B59,Nu,5/12/2004,67204000223,STUDENT
125,21130010,Nguyen Van,A60,Nam,14/07/2015,67204000224,STUDENT
126,21130011,Tran Thi,B60,Nu,23/04/2015,67204000225,STUDENT
127,21130012,Nguyen Van,A61,Nam,25/05/2016,67204000226,STUDENT
128,21130013,Tran Thi,B61,Nu,14/09/2016,67204000227,STUDENT
129,21130014,Nguyen Van,A62,Nam,26/03/2016,67204000228,STUDENT
130,21130015,Tran Thi,B62,Nu,16/08/2016,67204000229,STUDENT
131,21140001,Nguyen Van,A63,Nam,8/12/2004,67204000230,STUDENT
132,21140002,Tran Thi,B63,Nu,7/11/2004,67204000231,STUDENT
133,21140003,Nguyen Van,A64,Nam,3/3/2004,67204000232,STUDENT
134,21140004,Tran Thi,B64,Nu,5/12/2004,67204000233,STUDENT
135,21140005,Nguyen Van,A65,Nam,14/07/2016,67204000234,STUDENT
136,21140006,Tran Thi,B65,Nu,23/04/2016,67204000235,STUDENT
137,21140007,Nguyen Van,A66,Nam,25/05/2017,67204000236,STUDENT
138,21140008,Tran Thi,B66,Nu,14/09/2017,67204000237,STUDENT
139,21140009,Nguyen Van,A67,Nam,26/03/2017,67204000238,STUDENT
140,21140010,Tran Thi,B67,Nu,16/08/2017,67204000239,STUDENT
141,21140011,Nguyen Van,A68,Nam,8/12/2004,67204000240,STUDENT
142,21140012,Tran Thi,B68,Nu,7/11/2004,67204000241,STUDENT
143,21140013,Nguyen Van,A69,Nam,3/3/2004,67204000242,STUDENT
144,21140014,Tran Thi,B69,Nu,5/12/2004,67204000243,STUDENT
145,21140015,Nguyen Van,A70,Nam,14/07/2017,67204000244,STUDENT
146,21150001,Tran Thi,B70,Nu,23/04/2017,67204000245,STUDENT
147,21150002,Nguyen Van,A71,Nam,25/05/2018,67204000246,STUDENT
148,21150003,Tran Thi,B71,Nu,14/09/2018,67204000247,STUDENT
149,21150004,Nguyen Van,A72,Nam,26/03/2018,67204000248,STUDENT
150,21150005,Tran Thi,B72,Nu,16/08/2018,67204000249,STUDENT
151,21150006,Nguyen Van,A73,Nam,8/12/2004,67204000250,STUDENT
152,21150007,Tran Thi,B73,Nu,7/11/2004,67204000251,STUDENT
153,21150008,Nguyen Van,A74,Nam,3/3/2004,67204000252,STUDENT
154,21150009,Tran Thi,B74,Nu,5/12/2004,67204000253,STUDENT
155,21150010,Nguyen Van,A75,Nam,14/07/2018,67204000254,STUDENT
156,21150011,Tran Thi,B75,Nu,23/04/2018,67204000255,STUDENT
157,21150012,Nguyen Van,A76,Nam,25/05/2019,67204000256,STUDENT
158,21150013,Tran Thi,B76,Nu,14/09/2019,67204000257,STUDENT
159,21150014,Nguyen Van,A77,Nam,26/03/2019,67204000258,STUDENT
160,21150015,Tran Thi,B77,Nu,16/08/2019,67204000259,STUDENT
161,20120001,Nguyen Van,A78,Nam,8/12/2004,67204000260,STUDENT
162,20120002,Tran Thi,B78,Nu,8/12/2004,67204000261,STUDENT
163,20120003,Nguyen Van,A79,Nam,7/11/2004,67204000262,STUDENT
164,20120004,Tran Thi,B79,Nu,3/3/2004,67204000263,STUDENT
165,20120005,Nguyen Van,A80,Nam,5/12/2004,67204000264,STUDENT
166,20120006,Tran Thi,B80,Nu,14/07/2018,67204000265,STUDENT
167,20120007,Nguyen Van,A81,Nam,23/04/2018,67204000266,STUDENT
168,20120008,Tran Thi,B81,Nu,25/05/2019,67204000267,STUDENT
169,20120009,Nguyen Van,A82,Nam,14/09/2019,67204000268,STUDENT
170,20120010,Tran Thi,B82,Nu,26/03/2019,67204000269,STUDENT
171,20120011,Nguyen Van,A83,Nam,16/08/2019,67204000270,STUDENT
172,20120012,Tran Thi,B83,Nu,8/12/2004,67204000271,STUDENT
173,20120013,Nguyen Van,A84,Nam,8/12/2004,67204000272,STUDENT
174,20120014,Tran Thi,B84,Nu,7/11/2004,67204000273,STUDENT
175,20120015,Nguyen Van,A85,Nam,3/3/2004,67204000274,STUDENT
176,20120016,Tran Thi,B85,Nu,5/12/2004,67204000275,STUDENT
177,20120017,Nguyen Van,A86,Nam,14/07/2018,67204000276,STUDENT
178,20120018,Tran Thi,B86,Nu,23/04/2018,67204000277,STUDENT
179,20120019,Nguyen Van,A87,Nam,25/05/2019,67204000278,STUDENT
180,20120020,Tran Thi,B87,Nu,14/09/2019,67204000279,STUDENT
181,20120021,Nguyen Van,A88,Nam,26/03/2019,67204000280,STUDENT
182,20120022,Tran Thi,B88,Nu,16/08/2019,67204000281,STUDENT
183,20120023,Nguyen Van,A89,Nam,8/12/2004,67204000282,STUDENT
184,20120024,Tran Thi,B89,Nu,8/12/2004,67204000283,STUDENT
185,20120025,Nguyen Van,A90,Nam,7/11/2004,67204000284,STUDENT
186,20120026,Tran Thi,B90,Nu,3/3/2004,67204000285,STUDENT
187,20120027,Nguyen Van,A91,Nam,5/12/2004,67204000286,STUDENT
188,20120028,Tran Thi,B91,Nu,14/07/2018,67204000287,STUDENT
189,20120029,Nguyen Van,A92,Nam,23/04/2018,67204000288,STUDENT
190,20120030,Tran Thi,B92,Nu,25/05/2019,67204000289,STUDENT
191,20130001,Nguyen Van,A93,Nam,14/09/2019,67204000290,STUDENT
192,20130002,Tran Thi,B93,Nu,26/03/2019,67204000291,STUDENT
193,20130003,Nguyen Van,A94,Nam,16/08/2019,67204000292,STUDENT
194,20130004,Tran Thi,B94,Nu,8/12/2004,67204000293,STUDENT
195,20130005,Nguyen Van,A95,Nam,8/12/2004,67204000294,STUDENT
196,20130006,Tran Thi,B95,Nu,7/11/2004,67204000295,STUDENT
197,20130007,Nguyen Van,A96,Nam,3/3/2004,67204000296,STUDENT
198,20130008,Tran Thi,B96,Nu,5/12/2004,67204000297,STUDENT
199,20130009,Nguyen Van,A97,Nam,14/07/2018,67204000298,STUDENT
200,20130010,Tran Thi,B97,Nu,23/04/2018,67204000299,STUDENT
201,20130011,Nguyen Van,A98,Nam,25/05/2019,67204000300,STUDENT
202,20130012,Tran Thi,B98,Nu,14/09/2019,67204000301,STUDENT
203,20130013,Nguyen Van,A99,Nam,26/03/2019,67204000302,STUDENT
204,20130014,Tran Thi,B99,Nu,16/08/2019,67204000303,STUDENT
205,20130015,Nguyen Van,A100,Nam,8/12/2004,67204000304,STUDENT
206,20140001,Tran Thi,B100,Nu,8/12/2004,67204000305,STUDENT
207,20140002,Nguyen Van,A101,Nam,7/11/2004,67204000306,STUDENT
208,20140003,Tran Thi,B101,Nu,3/3/2004,67204000307,STUDENT
209,20140004,Nguyen Van,A102,Nam,5/12/2004,67204000308,STUDENT
210,20140005,Tran Thi,B102,Nu,14/07/2018,67204000309,STUDENT
211,20140006,Nguyen Van,A103,Nam,23/04/2018,67204000310,STUDENT
212,20140007,Tran Thi,B103,Nu,25/05/2019,67204000311,STUDENT
213,20140008,Nguyen Van,A104,Nam,14/09/2019,67204000312,STUDENT
214,20140009,Tran Thi,B104,Nu,26/03/2019,67204000313,STUDENT
215,20140010,Nguyen Van,A105,Nam,16/08/2019,67204000314,STUDENT
216,20140011,Tran Thi,B105,Nu,8/12/2004,67204000315,STUDENT
217,20140012,Nguyen Van,A106,Nam,8/12/2004,67204000316,STUDENT
218,20140013,Tran Thi,B106,Nu,7/11/2004,67204000317,STUDENT
219,20140014,Nguyen Van,A107,Nam,3/3/2004,67204000318,STUDENT
220,20140015,Tran Thi,B107,Nu,5/12/2004,67204000319,STUDENT
221,20150001,Nguyen Van,A108,Nam,14/07/2018,67204000320,STUDENT
222,20150002,Tran Thi,B108,Nu,23/04/2018,67204000321,STUDENT
223,20150003,Nguyen Van,A109,Nam,25/05/2019,67204000322,STUDENT
224,20150004,Tran Thi,B109,Nu,14/09/2019,67204000323,STUDENT
225,20150005,Nguyen Van,A110,Nam,26/03/2019,67204000324,STUDENT
226,20150006,Tran Thi,B110,Nu,16/08/2019,67204000325,STUDENT
227,20150007,Nguyen Van,A111,Nam,8/12/2004,67204000326,STUDENT
228,20150008,Tran Thi,B111,Nu,8/12/2004,67204000327,STUDENT
229,20150009,Nguyen Van,A112,Nam,7/11/2004,67204000328,STUDENT
230,20150010,Tran Thi,B112,Nu,3/3/2004,67204000329,STUDENT
231,20150011,Nguyen Van,A113,Nam,5/12/2004,67204000330,STUDENT
232,20150012,Tran Thi,B113,Nu,14/07/2018,67204000331,STUDENT
233,20150013,Nguyen Van,A114,Nam,23/04/2018,67204000332,STUDENT
234,20150014,Tran Thi,B114,Nu,25/05/2019,67204000333,STUDENT
235,20150015,Nguyen Van,A115,Nam,14/09/2019,67204000334,STUDENT
236,19120001,Tran Thi,B115,Nu,26/03/2019,67204000335,STUDENT
237,19120002,Nguyen Van,A116,Nam,16/08/2019,67204000336,STUDENT
238,19120003,Tran Thi,B116,Nu,8/12/2004,67204000337,STUDENT
239,19120004,Nguyen Van,A117,Nam,8/12/2004,67204000338,STUDENT
240,19120005,Tran Thi,B117,Nu,7/11/2004,67204000339,STUDENT
241,19120006,Nguyen Van,A118,Nam,3/3/2004,67204000340,STUDENT
242,19120007,Tran Thi,B118,Nu,5/12/2004,67204000341,STUDENT
243,19120008,Nguyen Van,A119,Nam,14/07/2018,67204000342,STUDENT
244,19120009,Tran Thi,B119,Nu,23/04/2018,67204000343,STUDENT
245,19120010,Nguyen Van,A120,Nam,25/05/2019,67204000344,STUDENT
246,19120011,Tran Thi,B120,Nu,14/09/2019,67204000345,STUDENT
247,19120012,Nguyen Van,A121,Nam,26/03/2019,67204000346,STUDENT
248,19120013,Tran Thi,B121,Nu,16/08/2019,67204000347,STUDENT
249,19120014,Nguyen Van,A122,Nam,8/12/2004,67204000348,STUDENT
250,19120015,Tran Thi,B122,Nu,8/12/2004,67204000349,STUDENT
251,19120016,Nguyen Van,A123,Nam,7/11/2004,67204000350,STUDENT
252,19120017,Tran Thi,B123,Nu,3/3/2004,67204000351,STUDENT
253,19120018,Nguyen Van,A124,Nam,5/12/2004,67204000352,STUDENT
254,19120019,Tran Thi,B124,Nu,14/07/2018,67204000353,STUDENT
255,19120020,Nguyen Van,A125,Nam,23/04/2018,67204000354,STUDENT
256,19130001,Tran Thi,B125,Nu,25/05/2019,67204000355,STUDENT
257,19130002,Nguyen Van,A126,Nam,14/09/2019,67204000356,STUDENT
258,19130003,Tran Thi,B126,Nu,26/03/2019,67204000357,STUDENT
259,19130004,Nguyen Van,A127,Nam,16/08/2019,67204000358,STUDENT
260,19130005,Tran Thi,B127,Nu,8/12/2004,67204000359,STUDENT
261,19130006,Nguyen Van,A128,Nam,8/12/2004,67204000360,STUDENT
262,19130007,Tran Thi,B128,Nu,7/11/2004,67204000361,STUDENT
263,19130008,Nguyen Van,A129,Nam,3/3/2004,67204000362,STUDENT
264,19130009,Tran Thi,B129,Nu,5/12/2004,67204000363,STUDENT
265,19130010,Nguyen Van,A130,Nam,14/07/2018,67204000364,STUDENT
266,19130011,Tran Thi,B130,Nu,23/04/2018,67204000365,STUDENT
267,19130012,Nguyen Van,A131,Nam,25/05/2019,67204000366,STUDENT
268,19130013,Tran Thi,B131,Nu,14/09/2019,67204000367,STUDENT
269,19130014,Nguyen Van,A132,Nam,26/03/2019,67204000368,STUDENT
270,19130015,Tran Thi,B132,Nu,16/08/2019,67204000369,STUDENT
271,19140001,Nguyen Van,A133,Nam,8/12/2004,67204000370,STUDENT
272,19140002,Tran Thi,B133,Nu,8/12/2004,67204000371,STUDENT
273,19140003,Nguyen Van,A134,Nam,7/11/2004,67204000372,STUDENT
274,19140004,Tran Thi,B134,Nu,3/3/2004,67204000373,STUDENT
275,19140005,Nguyen Van,A135,Nam,5/12/2004,67204000374,STUDENT
276,19140006,Tran Thi,B135,Nu,14/07/2018,67204000375,STUDENT
277,19140007,Nguyen Van,A136,Nam,23/04/2018,67204000376,STUDENT
278,19140008,Tran Thi,B136,Nu,25/05/2019,67204000377,STUDENT
279,19140009,Nguyen Van,A137,Nam,14/09/2019,67204000378,STUDENT
280,19140010,Tran Thi,B137,Nu,26/03/2019,67204000379,STUDENT
281,19140011,Nguyen Van,A138,Nam,16/08/2019,67204000380,STUDENT
282,19140012,Tran Thi,B138,Nu,8/12/2004,67204000381,STUDENT
283,19140013,Nguyen Van,A139,Nam,8/12/2004,67204000382,STUDENT
284,19140014,Tran Thi,B139,Nu,7/11/2004,67204000383,STUDENT
285,19140015,Nguyen Van,A140,Nam,3/3/2004,67204000384,STUDENT
286,19150001,Tran Thi,B140,Nu,5/12/2004,67204000385,STUDENT
287,19150002,Nguyen Van,A141,Nam,14/07/2018,67204000386,STUDENT
288,19150003,Tran Thi,B141,Nu,23/04/2018,67204000387,STUDENT
289,19150004,Nguyen Van,A142,Nam,25/05/2019,67204000388,STUDENT
290,19150005,Tran Thi,B142,Nu,14/09/2019,67204000389,STUDENT
291,19150006,Nguyen Van,A143,Nam,26/03/2019,67204000390,STUDENT
292,19150007,Tran Thi,B143,Nu,16/08/2019,67204000391,STUDENT
293,19150008,Nguyen Van,A144,Nam,8/12/2004,67204000392,STUDENT
294,19150009,Tran Thi,B144,Nu,8/12/2004,67204000393,STUDENT
295,19150010,Nguyen Van,A145,Nam,7/11/2004,67204000394,STUDENT
296,19150011,Tran Thi,B145,Nu,3/3/2004,67204000395,STUDENT
297,19150012,Nguyen Van,A146,Nam,5/12/2004,67204000396,STUDENT
298,19150013,Tran Thi,B146,Nu,14/07/2018,67204000397,STUDENT
299,19150014,Nguyen Van,A147,Nam,23/04/2018,67204000398,STUDENT
300,19150015,Tran Thi,B147,Nu,25/05/2019,67204000399,STUDENT
