No,StudentID,FirstName,LastName,Gender,Date,CCCD/CMND,Position
46,23130006,Tran Dai,Dong46,Nam,27/12/2005,67204010146,STUDENT
47,23130007,Tran Dai,Dong47,Nam,16/12/2005,67204010147,STUDENT
48,23130008,Tran Dai,Dong48,Nu,18/11/2005,67204010148,STUDENT
49,23130009,Tran Dai,Dong49,Nu,15/10/2005,67204010149,STUDENT
50,23130010,Tran Dai,Dong50,Nu,5/11/2005,67204010150,STUDENT
51,23130011,Tran Dai,Dong51,Nu,18/11/2005,67204010151,STUDENT
52,23130012,Tran Dai,Dong52,Nam,2/9/2005,67204010152,STUDENT
53,23130013,Tran Dai,Dong53,Nu,1/2/2005,67204010153,STUDENT
54,23130014,Tran Dai,Dong54,Nam,11/5/2005,67204010154,STUDENT
55,23130015,Tran Dai,Dong55,Nam,4/2/2005,67204010155,STUDENT
56,23140001,Tran Dai,Dong56,Nam,25/04/2005,67204010156,STUDENT
57,23140002,Tran Dai,Dong57,Nam,11/10/2005,67204010157,STUDENT
58,23140003,Tran Dai,Dong58,Nam,15/09/2005,67204010158,STUDENT
59,23140004,Tran Dai,Dong59,Nam,6/5/2005,67204010159,STUDENT
60,23140005,Tran Dai,Dong60,Nam,20/08/2005,67204010160,STUDENT
61,23140006,Tran Dai,Dong61,Nam,15/02/2005,67204010161,STUDENT
62,23140007,Tran Dai,Dong62,Nam,15/07/2005,67204010162,STUDENT
63,23140008,Tran Dai,Dong63,Nu,10/2/2005,67204010163,STUDENT
64,23140009,Tran Dai,Dong64,Nam,23/11/2005,67204010164,STUDENT
65,23140010,Tran Dai,Dong65,Nam,16/07/2005,67204010165,STUDENT
66,23140011,Tran Dai,Dong66,Nu,27/12/2005,67204010166,STUDENT
67,23140012,Tran Dai,Dong67,Nam,16/12/2005,67204010167,STUDENT
68,23140013,Tran Dai,Dong68,Nam,18/11/2005,67204010168,STUDENT
69,23140014,Tran Dai,Dong69,Nu,15/10/2005,67204010169,STUDENT
70,23140015,Tran Dai,Dong70,Nam,5/11/2005,67204010170,STUDENT
71,23150001,Tran Dai,Dong71,Nam,18/11/2005,67204010171,STUDENT
72,23150002,Tran Dai,Dong72,Nam,2/9/2005,67204010172,STUDENT
73,23150003,Tran Dai,Dong73,Nu,1/2/2005,67204010173,STUDENT
74,23150004,Tran Dai,Dong74,Nam,11/5/2005,67204010174,STUDENT
75,23150005,Tran Dai,Dong75,Nu,4/2/2005,67204010175,STUDENT
80,23150010,Tran Dai,Dong80,Nu,20/08/2005,67204010180,STUDENT
76,23150006,Tran Dai,Dong76,Nam,25/04/2005,67204010176,STUDENT
77,23150007,Tran Dai,Dong77,Nu,11/10/2005,67204010177,STUDENT
78,23150008,Tran Dai,Dong78,Nam,15/09/2005,67204010178,STUDENT
79,23150009,Tran Dai,Dong79,Nu,6/5/2005,67204010179,STUDENT
80,23150010,Tran Dai,Dong80,Nu,20/08/2005,67204010180,STUDENT
81,23150011,Tran Dai,Dong81,Nam,15/02/2005,67204010181,STUDENT
82,23150012,Tran Dai,Dong82,Nam,15/07/2005,67204010182,STUDENT
83,23150013,Tran Dai,Dong83,Nu,10/2/2005,67204010183,STUDENT
84,23150014,Tran Dai,Dong84,Nu,23/11/2005,67204010184,STUDENT
85,23150015,Tran Dai,Dong85,Nam,16/07/2005,67204010185,STUDENT
