No,StudentID,FirstName,LastName,Gender,Date,CCCD/CMND,Position
30,20120030,Tran Thi,B92,Nu,25/5/2019,67204000289,STUDENT
31,20130001,Nguyen Van,A93,Nam,14/9/2019,67204000290,STUDENT
32,20130002,Tran Thi,B93,Nu,26/3/2019,67204000291,STUDENT
33,20130003,Nguyen Van,A94,Nam,16/8/2019,67204000292,STUDENT
34,20130004,Tran Thi,B94,Nu,8/12/2004,67204000293,STUDENT
35,20130005,Nguyen Van,A95,Nam,8/12/2004,67204000294,STUDENT
36,20130006,Tran Thi,B95,Nu,7/11/2004,67204000295,STUDENT
37,20130007,Nguyen Van,A96,Nam,3/3/2004,67204000296,STUDENT
38,20130008,Tran Thi,B96,Nu,5/12/2004,67204000297,STUDENT
39,20130009,Nguyen Van,A97,Nam,14/7/2018,67204000298,STUDENT
40,20130010,Tran Thi,B97,Nu,23/4/2018,67204000299,STUDENT
41,20130011,Nguyen Van,A98,Nam,25/5/2019,67204000300,STUDENT
42,20130012,Tran Thi,B98,Nu,14/9/2019,67204000301,STUDENT
43,20130013,Nguyen Van,A99,Nam,26/3/2019,67204000302,STUDENT
44,20130014,Tran Thi,B99,Nu,16/8/2019,67204000303,STUDENT
45,20130015,Nguyen Van,A100,Nam,8/12/2004,67204000304,STUDENT
46,20140001,Tran Thi,B100,Nu,8/12/2004,67204000305,STUDENT
47,20140002,Nguyen Van,A101,Nam,7/11/2004,67204000306,STUDENT
48,20140003,Tran Thi,B101,Nu,3/3/2004,67204000307,STUDENT
49,20140004,Nguyen Van,A102,Nam,5/12/2004,67204000308,STUDENT
50,20140005,Tran Thi,B102,Nu,14/7/2018,67204000309,STUDENT
51,20140006,Nguyen Van,A103,Nam,23/4/2018,67204000310,STUDENT
52,20140007,Tran Thi,B103,Nu,25/5/2019,67204000311,STUDENT
53,20140008,Nguyen Van,A104,Nam,14/9/2019,67204000312,STUDENT
54,20140009,Tran Thi,B104,Nu,26/3/2019,67204000313,STUDENT
55,20140010,Nguyen Van,A105,Nam,16/8/2019,67204000314,STUDENT
56,20140011,Tran Thi,B105,Nu,8/12/2004,67204000315,STUDENT
57,20140012,Nguyen Van,A106,Nam,8/12/2004,67204000316,STUDENT
58,20140013,Tran Thi,B106,Nu,7/11/2004,67204000317,STUDENT
59,20140014,Nguyen Van,A107,Nam,3/3/2004,67204000318,STUDENT
60,20140015,Tran Thi,B107,Nu,5/12/2004,67204000319,STUDENT
61,20150001,Nguyen Van,A108,Nam,14/7/2018,67204000320,STUDENT
62,20150002,Tran Thi,B108,Nu,23/4/2018,67204000321,STUDENT
63,20150003,Nguyen Van,A109,Nam,25/5/2019,67204000322,STUDENT
64,20150004,Tran Thi,B109,Nu,14/9/2019,67204000323,STUDENT
65,20150005,Nguyen Van,A110,Nam,26/3/2019,67204000324,STUDENT
66,20150006,Tran Thi,B110,Nu,16/8/2019,67204000325,STUDENT
67,20150007,Nguyen Van,A111,Nam,8/12/2004,67204000326,STUDENT
68,20150008,Tran Thi,B111,Nu,8/12/2004,67204000327,STUDENT
69,20150009,Nguyen Van,A112,Nam,7/11/2004,67204000328,STUDENT
70,20150010,Tran Thi,B112,Nu,3/3/2004,67204000329,STUDENT
71,20150011,Nguyen Van,A113,Nam,5/12/2004,67204000330,STUDENT
72,20150012,Tran Thi,B113,Nu,14/7/2018,67204000331,STUDENT
73,20150013,Nguyen Van,A114,Nam,23/4/2018,67204000332,STUDENT
74,20150014,Tran Thi,B114,Nu,25/5/2019,67204000333,STUDENT
75,20150015,Nguyen Van,A115,Nam,14/9/2019,67204000334,STUDENT
